start_speed,ep_steps,ep_reward,terminated,truncated,no_crash,t_min_start,t_min_min,t_min_final,t_min_mean_last100,t_min_settle_step,x_pos_final,x_vel_final,theta_final,theta_dot_final,energy_final,acc_final
-10.0,1500,-328.245889428791,False,True,True,0.0,0.1476124353150215,0.8621516719080942,0.8621514390628581,159,0.018582633137876368,1.0430812954183077e-08,3.141592653589793,-2.03396649336514e-09,4.9092673787619297e-17,1.7136335372924807e-08
-9.8,1500,-315.009750428505,False,True,True,0.0,0.1502856901220459,0.8621515506144842,0.8621514541128279,159,0.01858263015743857,5.215406395724907e-09,3.141592653589793,-2.554907109998578e-10,3.53912822260907e-18,8.195638656616212e-09
-9.6,1500,-302.21262269634855,False,True,True,0.0,0.1517567515897411,0.8621515503119999,0.862151449130932,159,0.018582632392634624,-7.417751242056014e-18,3.141592653589793,5.593067541206919e-10,1.5641202221441507e-17,-6.7055225372314455e-09
-9.4,1500,-289.3236646960636,False,True,True,0.0,0.12025160908076103,0.8621514218768855,0.8621514451270664,146,0.018582627177284806,-7.450580285351554e-10,3.141592653589793,1.4382751524959188e-10,2.402749900421971e-19,-7.450580596923829e-10
-9.2,1500,-276.70495402962644,False,True,True,0.0,0.06477918475866368,0.8621515035308994,0.8621514512544854,146,0.018582629412485344,2.235174228803557e-09,3.141592653589793,4.682373904383509e-11,3.654217194033537e-18,5.21540641784668e-09
-9.0,1500,-264.59933279944227,False,True,True,0.0,0.023402281105518608,0.8621515208120348,0.862151454804055,146,0.0185826301574332,2.2351741537404776e-09,3.141592653589793,3.3698431842710575e-10,1.570810967781474e-17,5.21540641784668e-09
-8.8,1500,-253.31700876067177,False,True,True,0.0,0.10936878280616215,0.86215117184973,0.8621514670008813,139,0.018582621216867618,-1.1920928891569389e-08,3.141592653589793,1.3793028784323066e-09,1.7523790074383115e-18,-1.564621925354004e-08
-8.6,1500,-245.01304093712812,False,True,True,0.0,0.05574327544383311,0.8621515109793112,0.8621514708604988,146,0.018582629412391857,2.9802322244334624e-09,3.141592653589793,-1.6865321752677148e-09,9.639785560694268e-17,5.21540641784668e-09
-8.4,1500,-235.251400174293,False,True,True,0.0,0.1377944204577203,0.8621513625760246,0.8621514433041715,139,0.018582624942145187,-1.490116064425514e-09,3.141592653589793,8.355983453930161e-10,2.357006749939264e-17,-3.725290298461914e-09
-8.2,1500,-225.11414719643784,False,True,True,0.0,0.0486938942478666,0.8621515157458783,0.8621514409312794,139,0.018582630902572873,2.971157135302973e-17,3.141592653589793,1.2158752654017184e-09,7.391763343044228e-17,-7.450580596923829e-10
-8.0,1500,-215.32572711111192,False,True,True,0.0,0.15010317123510067,0.8621515926346969,0.8621514467605461,146,0.01858263164765153,5.960464521419254e-09,3.141592653589793,-1.8525083374170827e-09,7.893482345953533e-17,8.195638656616212e-09
-7.8,1500,-206.0001979339877,False,True,True,0.0,0.1938084122203819,0.8621516000837932,0.8621514183662026,146,0.018582631647587514,6.705522537580085e-09,3.141592653589793,-2.45769392908318e-10,9.02202393915389e-18,1.1175870895385742e-08
-7.6,1500,-196.57273477917428,False,True,True,0.0,0.10733395069837533,0.8621515255792798,0.8621514699205133,133,0.018582631647643445,-7.450580207834775e-10,3.141592653589793,1.1827307257109836e-09,6.140812405208207e-17,-6.7055225372314455e-09
-7.4,1500,-187.23835289321062,False,True,True,0.0,0.18360723376202334,0.8621511670857093,0.8621514538662978,146,0.018582619726797086,-8.94069662175228e-09,3.141592653589793,1.6176671935726846e-09,2.617966938091089e-17,-1.2665987014770509e-08
-7.2,1500,-178.0751619269317,False,True,True,0.0,0.1562262524929756,0.862151293138653,0.862151443745516,146,0.018582624197103614,-6.7055224714143865e-09,3.141592653589793,5.469671428278381e-10,7.636638994260407e-19,-9.685754776000977e-09
-7.0,1500,-169.1141115058239,False,True,True,0.0,0.06065778484521876,0.8621514266396854,0.8621514595478772,133,0.018582628667303275,-3.725290333429867e-09,3.141592653589793,1.1396437432187572e-09,2.942324890748731e-17,-9.685754776000977e-09
-6.8,1500,-161.2577993217538,False,True,True,0.0,0.075522205546497,0.8621514340921462,0.8621514688828894,133,0.018582628667384325,-2.980232218465599e-09,3.141592653589793,-4.0772225617980603e-10,2.490383397921739e-17,-9.685754776000977e-09
-6.6,1500,-154.46971624451882,False,True,True,0.0,0.18078188639408793,0.8621514218786006,0.8621514789094604,133,0.018582627177358715,-7.450579775611043e-10,3.141592653589793,7.821118000184288e-10,2.503531272500751e-17,-3.725290298461914e-09
-6.4,1500,-147.03114990851685,False,True,True,0.0,0.13224807568397157,0.8621512979009566,0.862151462409229,133,0.0185826256871004,-9.685754791076109e-09,3.141592653589793,3.5102129759377715e-09,3.22996058242178e-16,-1.2665987014770509e-08
-6.2,1500,-139.86227848530598,False,True,True,0.0,0.0919500027503985,0.8621513920733104,0.8621514578681366,140,0.018582627177230745,-3.725290304167768e-09,3.141592653589793,8.701231451332851e-10,1.237999514388975e-17,-9.685754776000977e-09
-6.0,1500,-133.4427114487328,False,True,True,0.0,0.15618411805433682,0.8621516400221493,0.8621514451259622,120,0.018582630157467774,1.415610313225652e-08,3.141592653589793,-2.6251460599629613e-09,7.314883611719577e-17,2.60770320892334e-08
-5.8,1500,-127.44098482969932,False,True,True,0.0,0.08367591308009636,0.8621515506149787,0.8621514495718934,127,0.018582630157459874,5.2154064111241e-09,3.141592653589793,-1.189617087306213e-09,2.2316306890120803e-17,1.1175870895385742e-08
-5.6,1500,-121.85196460046156,False,True,True,0.0,0.10429862548296513,0.8621514168082232,0.8621514406327127,140,0.018582627922316363,-2.980232225761576e-09,3.141592653589793,5.537905350023713e-10,3.27084590928591e-18,-9.685754776000977e-09
-5.4,1500,-116.85321498945544,False,True,True,0.0,0.08929589723868946,0.8621513056562115,0.8621514309069029,120,0.018582623451999656,-3.725290264105037e-09,3.141592653589793,-6.850574743003803e-11,9.72558358533999e-18,-9.685754776000977e-09
-5.2,1500,-112.20439887067873,False,True,True,0.0,0.17921765463775224,0.862151409357157,0.8621514668558049,120,0.018582627922295404,-3.725290299267923e-09,3.141592653589793,2.989973238166977e-10,2.7034558958039413e-19,-9.685754776000977e-09
-5.0,1500,-107.7622669268455,False,True,True,0.0,0.19693427657073637,0.8621513798589644,0.8621514368785921,120,0.018582625687170725,-1.4901160873334534e-09,3.141592653589793,3.919430457860495e-11,6.029920132121152e-19,-7.450580596923829e-10
-4.8,1500,-103.43618823466534,False,True,True,0.0,0.14114908279072716,0.8621513327737101,0.8621514309552183,127,0.018582624942145437,-4.47034830315429e-09,3.141592653589793,1.8599757175314618e-09,9.982009753575943e-17,-9.685754776000977e-09
-4.6,1500,-99.48490758421639,False,True,True,0.0,0.15586970454760984,0.8621513080380109,0.8621514548053386,120,0.018582624197025985,-5.215406404791322e-09,3.141592653589793,1.4527894120035307e-09,4.336121371802027e-17,-9.685754776000977e-09
-4.4,1500,-96.01803340020122,False,True,True,0.0,0.10596294362639705,0.8621514913133701,0.8621514482368993,120,0.018582627922287907,4.470348352172158e-09,3.141592653589793,-1.892418840578135e-09,1.0445674615145812e-16,1.1175870895385742e-08
-4.2,1500,-92.718781094206,False,True,True,0.0,0.15239957450872688,0.8621515625281853,0.8621514522425222,120,0.01858263388277422,-2.2351741700381905e-09,3.141592653589793,-1.0501148710748028e-10,5.396562044168628e-18,-6.7055225372314455e-09
-4.0,1500,-89.5290515948878,False,True,True,0.0,0.16973889840505144,0.8621514415408615,0.8621514461142625,127,0.018582628667303962,-2.2351742133756494e-09,3.141592653589793,1.5539315933821507e-09,8.850009347204919e-17,-6.7055225372314455e-09
