t,ep_rew_mean,ep_len_mean,rew_per_step,approx_kl,explained_variance,value_loss,entropy_loss,clip_fraction,policy_gradient_loss,rail_hit_pct,timelimit_pct,success_pct
1050336.0,-110.76099205,733.41,-0.15102192777573253,0.021664664149284363,0.49855369329452515,0.03432362397028328,-0.8847966956527671,0.20560302734375,-0.019451336341171556,31.884057971014492,68.1159420289855,0.0
1100352.0,-123.72583791000002,899.56,-0.13754039520432215,0.021664664149284363,0.49855369329452515,0.03432362397028328,-0.8847966956527671,0.20560302734375,-0.019451336341171556,4.0,96.0,0.0
1150368.0,-116.52511382,944.53,-0.12336835655828825,0.021664664149284363,0.49855369329452515,0.03432362397028328,-0.8847966956527671,0.20560302734375,-0.019451336341171556,7.407407407407407,92.5925925925926,0.0
1200384.0,-112.31655717,940.76,-0.11938917170160296,0.024106398224830627,0.4651538133621216,0.00851616238894053,-0.774759764742339,0.1831085205078125,-0.01819138376853289,3.8461538461538463,96.15384615384616,0.0
1250400.0,-109.74021753,980.31,-0.11194440282155645,0.024106398224830627,0.4651538133621216,0.00851616238894053,-0.774759764742339,0.1831085205078125,-0.01819138376853289,0.0,100.0,0.0
1300416.0,-105.20185378999999,990.15,-0.10624840053527242,0.024106398224830627,0.4651538133621216,0.00851616238894053,-0.774759764742339,0.1831085205078125,-0.01819138376853289,1.8518518518518519,98.14814814814815,0.0
1350432.0,-102.25453622,980.3,-0.10430943203101092,0.024991562590003014,0.41002774238586426,0.005435047005835259,-0.6671734604693483,0.19735183715820312,-0.018865436859880447,2.127659574468085,97.87234042553192,0.0
1400448.0,-97.4710971,970.39,-0.10044528189696926,0.024991562590003014,0.41002774238586426,0.005435047005835259,-0.6671734604693483,0.19735183715820312,-0.018865436859880447,3.7735849056603774,96.22641509433963,0.0
1450464.0,-95.90706507,960.61,-0.09983975293823716,0.023599376901984215,0.6344661712646484,0.007607974727676492,-0.5643097670661519,0.20914230346679688,-0.020105466680320205,4.081632653061225,95.91836734693878,0.0
1500480.0,-94.33795094999999,980.37,-0.09622688469659413,0.023599376901984215,0.6344661712646484,0.007607974727676492,-0.5643097670661519,0.20914230346679688,-0.020105466680320205,0.0,100.0,0.0
1550496.0,-92.02820308,1000.0,-0.09202820308,0.023599376901984215,0.6344661712646484,0.007607974727676492,-0.5643097670661519,0.20914230346679688,-0.020105466680320205,0.0,100.0,0.0
1600512.0,-91.41580102,1000.0,-0.09141580102,0.0237237848341465,-0.27506494522094727,0.0020287389535980083,-0.4707396821977454,0.21066207885742189,-0.020606812430827404,0.0,100.0,0.0
1650528.0,-88.71694341999999,1000.0,-0.08871694342,0.0237237848341465,-0.27506494522094727,0.0020287389535980083,-0.4707396821977454,0.21066207885742189,-0.020606812430827404,0.0,100.0,0.0
1700544.0,-86.88815001,1000.0,-0.08688815001,0.0237237848341465,-0.27506494522094727,0.0020287389535980083,-0.4707396821977454,0.21066207885742189,-0.020606812430827404,0.0,100.0,0.0
1750560.0,-86.32197999000002,1000.0,-0.08632197999000002,0.023173626512289047,0.28930968046188354,0.0013060938034925584,-0.38815812718094095,0.21959762573242186,-0.02204018507841852,0.0,100.0,0.0
1800576.0,-84.53080247000001,1000.0,-0.08453080247000001,0.023173626512289047,0.28930968046188354,0.0013060938034925584,-0.38815812718094095,0.21959762573242186,-0.02204018507841852,0.0,100.0,0.0
1850592.0,-84.77049596,1000.0,-0.08477049596000001,0.021632634103298187,0.3871403932571411,0.0011355960371119522,-0.3191943589190487,0.2220916748046875,-0.02295989304723207,0.0,100.0,0.0
1900608.0,-83.51380409000001,1000.0,-0.08351380409,0.021632634103298187,0.3871403932571411,0.0011355960371119522,-0.3191943589190487,0.2220916748046875,-0.02295989304723207,0.0,100.0,0.0
1950624.0,-81.88808141,1000.0,-0.08188808141,0.021632634103298187,0.3871403932571411,0.0011355960371119522,-0.3191943589190487,0.2220916748046875,-0.02295989304723207,0.0,100.0,0.0
2000640.0,-81.87818127,1000.0,-0.08187818127,0.02247472107410431,0.3694803714752197,0.0009215469793090846,-0.24884916534065268,0.23690185546875,-0.024769844906211348,0.0,100.0,0.0
2050656.0,-79.62144762999999,1000.0,-0.07962144763,0.02247472107410431,0.3694803714752197,0.0009215469793090846,-0.24884916534065268,0.23690185546875,-0.024769844906211348,0.0,100.0,0.0
2100672.0,-78.6222125,1000.0,-0.0786222125,0.023421047255396843,0.3891260027885437,0.0007465007926072076,-0.16850333207985385,0.23215789794921876,-0.024514130068507712,0.0,100.0,0.0
2150688.0,-77.50802818000001,1000.0,-0.07750802818000001,0.023421047255396843,0.3891260027885437,0.0007465007926072076,-0.16850333207985385,0.23215789794921876,-0.024514130068507712,0.0,100.0,0.0
2200704.0,-75.82298722,1000.0,-0.07582298722,0.023421047255396843,0.3891260027885437,0.0007465007926072076,-0.16850333207985385,0.23215789794921876,-0.024514130068507712,0.0,100.0,0.0
2250720.0,-75.60851543999999,1000.0,-0.07560851544,0.024323269724845886,0.44965749979019165,0.0006433871022601068,-0.08103249251144007,0.23793487548828124,-0.02501439344113123,0.0,100.0,0.0
2300736.0,-74.05909270000001,1000.0,-0.07405909270000001,0.024323269724845886,0.44965749979019165,0.0006433871022601068,-0.08103249251144007,0.23793487548828124,-0.02501439344113123,0.0,100.0,0.0
2350752.0,-72.77540457,1000.0,-0.07277540457000001,0.024323269724845886,0.44965749979019165,0.0006433871022601068,-0.08103249251144007,0.23793487548828124,-0.02501439344113123,0.0,100.0,0.0
2400768.0,-72.57132495,1000.0,-0.07257132495,0.025203702971339226,0.40935981273651123,0.0005677450376552429,0.014898959361016751,0.24889373779296875,-0.026229511660994832,0.0,100.0,0.0
2450784.0,-72.18599703,1000.0,-0.07218599702999999,0.025203702971339226,0.40935981273651123,0.0005677450376552429,0.014898959361016751,0.24889373779296875,-0.026229511660994832,0.0,100.0,0.0
